year,district,neighborhood,type_of_propulsion,number
2018,Nou Barris,la Trinitat Nova,Others,22.0
2018,Nou Barris,la Trinitat Nova,Unknown,26.0
2018,Nou Barris,les Roquetes,Diesel,2987.0
2018,Nou Barris,les Roquetes,Electric,4.0
2018,Nou Barris,les Roquetes,Gasoline,3721.0
2018,Nou Barris,les Roquetes,Others,59.0
2018,Nou Barris,les Roquetes,Unknown,64.0
2018,Sant Andreu,Baró de Viver,Diesel,483.0
2018,Sant Andreu,Baró de Viver,Electric,0.0
2018,Sant Andreu,Baró de Viver,Gasoline,575.0
2018,Sant Andreu,Baró de Viver,Others,8.0
2018,Sant Andreu,Baró de Viver,Unknown,9.0
2018,Sant Andreu,Navas,Diesel,3614.0
2018,Sant Andreu,Navas,Electric,6.0
2018,Sant Andreu,Navas,Gasoline,6423.0
2018,Sant Andreu,Navas,Others,66.0
2018,Sant Andreu,Navas,Unknown,77.0
2018,Sant Andreu,Sant Andreu,Diesel,10323.0
2018,Sant Andreu,Sant Andreu,Electric,39.0
2018,Sant Andreu,Sant Andreu,Gasoline,16463.0
2018,Sant Andreu,Sant Andreu,Others,187.0
2018,Sant Andreu,Sant Andreu,Unknown,163.0
2018,Sant Andreu,el Bon Pastor,Diesel,3795.0
2018,Sant Andreu,el Bon Pastor,Electric,98.0
2018,Sant Andreu,el Bon Pastor,Gasoline,3431.0
2018,Sant Andreu,el Bon Pastor,Others,173.0
2018,Sant Andreu,el Bon Pastor,Unknown,80.0
2018,Sant Andreu,el Congrés i els Indians,Diesel,2060.0
2018,Sant Andreu,el Congrés i els Indians,Electric,7.0
2018,Sant Andreu,el Congrés i els Indians,Gasoline,3748.0
2018,Sant Andreu,el Congrés i els Indians,Others,47.0
2018,Sant Andreu,el Congrés i els Indians,Unknown,32.0
2018,Sant Andreu,la Sagrera,Diesel,4900.0
2018,Sant Andreu,la Sagrera,Electric,15.0
2018,Sant Andreu,la Sagrera,Gasoline,8019.0
2018,Sant Andreu,la Sagrera,Others,93.0
2018,Sant Andreu,la Sagrera,Unknown,98.0
2018,Sant Andreu,la Trinitat Vella,Diesel,1870.0
2018,Sant Andreu,la Trinitat Vella,Electric,2.0
2018,Sant Andreu,la Trinitat Vella,Gasoline,2161.0
2018,Sant Andreu,la Trinitat Vella,Others,20.0
2018,Sant Andreu,la Trinitat Vella,Unknown,32.0
2018,Sant Martí,Camp de l'Arpa del Clot,Diesel,5894.0
2018,Sant Martí,Camp de l'Arpa del Clot,Electric,10.0
2018,Sant Martí,Camp de l'Arpa del Clot,Gasoline,11128.0
2018,Sant Martí,Camp de l'Arpa del Clot,Others,106.0
2018,Sant Martí,Camp de l'Arpa del Clot,Unknown,146.0
2018,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diesel,2395.0
2018,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Electric,19.0
2018,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Gasoline,3651.0
2018,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Others,50.0
2018,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Unknown,47.0
2018,Sant Martí,Provençals del Poblenou,Diesel,4647.0
2018,Sant Martí,Provençals del Poblenou,Electric,18.0
2018,Sant Martí,Provençals del Poblenou,Gasoline,6038.0
2018,Sant Martí,Provençals del Poblenou,Others,108.0
2018,Sant Martí,Provençals del Poblenou,Unknown,102.0
2018,Sant Martí,Sant Martí de Provençals,Diesel,4367.0
2018,Sant Martí,Sant Martí de Provençals,Electric,5.0
2018,Sant Martí,Sant Martí de Provençals,Gasoline,7209.0
2018,Sant Martí,Sant Martí de Provençals,Others,113.0
2018,Sant Martí,Sant Martí de Provençals,Unknown,184.0
2018,Sant Martí,el Besòs i el Maresme,Diesel,3824.0
2018,Sant Martí,el Besòs i el Maresme,Electric,9.0
2018,Sant Martí,el Besòs i el Maresme,Gasoline,4698.0
2018,Sant Martí,el Besòs i el Maresme,Others,64.0
2018,Sant Martí,el Besòs i el Maresme,Unknown,83.0
2018,Sant Martí,el Clot,Diesel,4581.0
2018,Sant Martí,el Clot,Electric,9.0
2018,Sant Martí,el Clot,Gasoline,7761.0
2018,Sant Martí,el Clot,Others,85.0
2018,Sant Martí,el Clot,Unknown,78.0
2018,Sant Martí,el Parc i la Llacuna del Poblenou,Diesel,3343.0
2018,Sant Martí,el Parc i la Llacuna del Poblenou,Electric,51.0
2018,Sant Martí,el Parc i la Llacuna del Poblenou,Gasoline,4674.0
2018,Sant Martí,el Parc i la Llacuna del Poblenou,Others,68.0
2018,Sant Martí,el Parc i la Llacuna del Poblenou,Unknown,113.0
2018,Sant Martí,el Poblenou,Diesel,6262.0
2018,Sant Martí,el Poblenou,Electric,52.0
2018,Sant Martí,el Poblenou,Gasoline,9619.0
2018,Sant Martí,el Poblenou,Others,121.0
2018,Sant Martí,el Poblenou,Unknown,125.0
2018,Sant Martí,la Verneda i la Pau,Diesel,5449.0
2018,Sant Martí,la Verneda i la Pau,Electric,15.0
2018,Sant Martí,la Verneda i la Pau,Gasoline,7642.0
2018,Sant Martí,la Verneda i la Pau,Others,88.0
2018,Sant Martí,la Verneda i la Pau,Unknown,96.0
2018,Sant Martí,la Vila Olímpica del Poblenou,Diesel,2179.0
2018,Sant Martí,la Vila Olímpica del Poblenou,Electric,27.0
2018,Sant Martí,la Vila Olímpica del Poblenou,Gasoline,3490.0
2018,Sant Martí,la Vila Olímpica del Poblenou,Others,24.0
2018,Sant Martí,la Vila Olímpica del Poblenou,Unknown,50.0
2018,Sants-Montjuïc,Hostafrancs,Diesel,2537.0
2018,Sants-Montjuïc,Hostafrancs,Electric,9.0
2018,Sants-Montjuïc,Hostafrancs,Gasoline,4261.0
2018,Sants-Montjuïc,Hostafrancs,Others,41.0
2018,Sants-Montjuïc,Hostafrancs,Unknown,53.0
2018,Sants-Montjuïc,Sants,Diesel,5897.0
2018,Sants-Montjuïc,Sants,Electric,23.0
2018,Sants-Montjuïc,Sants,Gasoline,11971.0
2018,Sants-Montjuïc,Sants,Others,80.0
2018,Sants-Montjuïc,Sants,Unknown,149.0
2018,Sants-Montjuïc,Sants - Badal,Diesel,3675.0
2018,Sants-Montjuïc,Sants - Badal,Electric,14.0
2018,Sants-Montjuïc,Sants - Badal,Gasoline,6844.0
2018,Sants-Montjuïc,Sants - Badal,Others,59.0
2018,Sants-Montjuïc,Sants - Badal,Unknown,71.0
2018,Sants-Montjuïc,el Poble Sec,Diesel,5110.0
2018,Sants-Montjuïc,el Poble Sec,Electric,31.0
2018,Sants-Montjuïc,el Poble Sec,Gasoline,9581.0
2018,Sants-Montjuïc,el Poble Sec,Others,108.0
2018,Sants-Montjuïc,el Poble Sec,Unknown,115.0
2018,Sants-Montjuïc,la Bordeta,Diesel,3055.0
2018,Sants-Montjuïc,la Bordeta,Electric,18.0
2018,Sants-Montjuïc,la Bordeta,Gasoline,5482.0
2018,Sants-Montjuïc,la Bordeta,Others,66.0
2018,Sants-Montjuïc,la Bordeta,Unknown,63.0
2018,Sants-Montjuïc,la Font de la Guatlla,Diesel,1681.0
2018,Sants-Montjuïc,la Font de la Guatlla,Electric,5.0
2018,Sants-Montjuïc,la Font de la Guatlla,Gasoline,3191.0
2018,Sants-Montjuïc,la Font de la Guatlla,Others,32.0
2018,Sants-Montjuïc,la Font de la Guatlla,Unknown,52.0
2018,Sants-Montjuïc,la Marina de Port,Diesel,5926.0
2018,Sants-Montjuïc,la Marina de Port,Electric,11.0
2018,Sants-Montjuïc,la Marina de Port,Gasoline,8622.0
2018,Sants-Montjuïc,la Marina de Port,Others,137.0
2018,Sants-Montjuïc,la Marina de Port,Unknown,116.0
2018,Sants-Montjuïc,la Marina del Prat Vermell,Diesel,6210.0
2018,Sants-Montjuïc,la Marina del Prat Vermell,Electric,668.0
2018,Sants-Montjuïc,la Marina del Prat Vermell,Gasoline,1354.0
2018,Sants-Montjuïc,la Marina del Prat Vermell,Others,1206.0
2018,Sants-Montjuïc,la Marina del Prat Vermell,Unknown,624.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diesel,10066.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Electric,331.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Gasoline,27452.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Others,150.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Unknown,299.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Diesel,4603.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Electric,428.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Gasoline,13625.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Others,52.0
2018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Unknown,108.0
2018,Sarrià-Sant Gervasi,Sarrià,Diesel,4568.0
2018,Sarrià-Sant Gervasi,Sarrià,Electric,82.0
2018,Sarrià-Sant Gervasi,Sarrià,Gasoline,12201.0
2018,Sarrià-Sant Gervasi,Sarrià,Others,79.0
2018,Sarrià-Sant Gervasi,Sarrià,Unknown,100.0
2018,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Diesel,1022.0
2018,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Electric,11.0
2018,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Gasoline,2128.0
2018,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Others,15.0
2018,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Unknown,38.0
2018,Sarrià-Sant Gervasi,el Putget i Farró,Diesel,4402.0
2018,Sarrià-Sant Gervasi,el Putget i Farró,Electric,48.0
2018,Sarrià-Sant Gervasi,el Putget i Farró,Gasoline,13341.0
2018,Sarrià-Sant Gervasi,el Putget i Farró,Others,47.0
2018,Sarrià-Sant Gervasi,el Putget i Farró,Unknown,95.0
2018,Sarrià-Sant Gervasi,les Tres Torres,Diesel,3212.0
2018,Sarrià-Sant Gervasi,les Tres Torres,Electric,66.0
2018,Sarrià-Sant Gervasi,les Tres Torres,Gasoline,9595.0
2018,Sarrià-Sant Gervasi,les Tres Torres,Others,31.0
2018,Sarrià-Sant Gervasi,les Tres Torres,Unknown,65.0
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Diesel,2335.0
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Electric,3784.0
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Gasoline,5246.0
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Hybrid,772.0
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Others,77.0
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Unknown,40.0
2019,Ciutat Vella,el Gòtic,Diesel,4756.0
2019,Ciutat Vella,el Gòtic,Electric,170.0
2019,Ciutat Vella,el Gòtic,Gasoline,6742.0
2019,Ciutat Vella,el Gòtic,Hybrid,142.0
2019,Ciutat Vella,el Gòtic,Others,223.0
2019,Ciutat Vella,el Gòtic,Unknown,83.0
2019,Ciutat Vella,el Raval,Diesel,3777.0
2019,Ciutat Vella,el Raval,Electric,60.0
2019,Ciutat Vella,el Raval,Gasoline,7265.0
2019,Ciutat Vella,el Raval,Hybrid,117.0
2019,Ciutat Vella,el Raval,Others,214.0
2019,Ciutat Vella,el Raval,Unknown,56.0
2019,Ciutat Vella,la Barceloneta,Diesel,1977.0
2019,Ciutat Vella,la Barceloneta,Electric,164.0
2019,Ciutat Vella,la Barceloneta,Gasoline,3889.0
2019,Ciutat Vella,la Barceloneta,Hybrid,57.0
2019,Ciutat Vella,la Barceloneta,Others,70.0
2019,Ciutat Vella,la Barceloneta,Unknown,11.0
2019,Eixample,Sant Antoni,Diesel,4985.0
2019,Eixample,Sant Antoni,Electric,63.0
2019,Eixample,Sant Antoni,Gasoline,10819.0
2019,Eixample,Sant Antoni,Hybrid,249.0
2019,Eixample,Sant Antoni,Others,211.0
2019,Eixample,Sant Antoni,Unknown,52.0
2019,Eixample,el Fort Pienc,Diesel,5003.0
2019,Eixample,el Fort Pienc,Electric,16.0
2019,Eixample,el Fort Pienc,Gasoline,9637.0
2019,Eixample,el Fort Pienc,Hybrid,268.0
2019,Eixample,el Fort Pienc,Others,175.0
2019,Eixample,el Fort Pienc,Unknown,50.0
2019,Eixample,l'Antiga Esquerra de l'Eixample,Diesel,6583.0
2019,Eixample,l'Antiga Esquerra de l'Eixample,Electric,108.0
2019,Eixample,l'Antiga Esquerra de l'Eixample,Gasoline,15431.0
2019,Eixample,l'Antiga Esquerra de l'Eixample,Hybrid,426.0
2019,Eixample,l'Antiga Esquerra de l'Eixample,Others,205.0
2019,Eixample,l'Antiga Esquerra de l'Eixample,Unknown,85.0
2019,Eixample,la Dreta de l'Eixample,Diesel,10542.0
2019,Eixample,la Dreta de l'Eixample,Electric,151.0
2019,Eixample,la Dreta de l'Eixample,Gasoline,18330.0
2019,Eixample,la Dreta de l'Eixample,Hybrid,616.0
2019,Eixample,la Dreta de l'Eixample,Others,607.0
2019,Eixample,la Dreta de l'Eixample,Unknown,154.0
2019,Eixample,la Nova Esquerra de l'Eixample,Diesel,9114.0
2019,Eixample,la Nova Esquerra de l'Eixample,Electric,50.0
2019,Eixample,la Nova Esquerra de l'Eixample,Gasoline,19623.0
2019,Eixample,la Nova Esquerra de l'Eixample,Hybrid,712.0
2019,Eixample,la Nova Esquerra de l'Eixample,Others,246.0
2019,Eixample,la Nova Esquerra de l'Eixample,Unknown,325.0
2019,Eixample,la Sagrada Família,Diesel,7042.0
2019,Eixample,la Sagrada Família,Electric,107.0
2019,Eixample,la Sagrada Família,Gasoline,15274.0
2019,Eixample,la Sagrada Família,Hybrid,453.0
2019,Eixample,la Sagrada Família,Others,343.0
2019,Eixample,la Sagrada Família,Unknown,41.0
2019,Gràcia,Vallcarca i els Penitents,Diesel,2530.0
2019,Gràcia,Vallcarca i els Penitents,Electric,36.0
2019,Gràcia,Vallcarca i els Penitents,Gasoline,6445.0
2019,Gràcia,Vallcarca i els Penitents,Hybrid,160.0
2019,Gràcia,Vallcarca i els Penitents,Others,61.0
2019,Gràcia,Vallcarca i els Penitents,Unknown,30.0
2019,Gràcia,Vila de Gràcia,Diesel,6398.0
2019,Gràcia,Vila de Gràcia,Electric,81.0
2019,Gràcia,Vila de Gràcia,Gasoline,15550.0
2019,Gràcia,Vila de Gràcia,Hybrid,354.0
2019,Gràcia,Vila de Gràcia,Others,213.0
2019,Gràcia,Vila de Gràcia,Unknown,57.0
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Diesel,4838.0
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Electric,24.0
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Gasoline,11868.0
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Hybrid,299.0
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Others,122.0
2019,Gràcia,el Camp d'en Grassot i Gràcia Nova,Unknown,31.0
2019,Gràcia,el Coll,Diesel,1125.0
2019,Gràcia,el Coll,Electric,6.0
2019,Gràcia,el Coll,Gasoline,2614.0
2019,Gràcia,el Coll,Hybrid,50.0
2019,Gràcia,el Coll,Others,23.0
2019,Gràcia,el Coll,Unknown,10.0
2019,Gràcia,la Salut,Diesel,1989.0
2019,Gràcia,la Salut,Electric,13.0
2019,Gràcia,la Salut,Gasoline,5087.0
2019,Gràcia,la Salut,Hybrid,139.0
2019,Gràcia,la Salut,Others,53.0
2019,Gràcia,la Salut,Unknown,13.0
2019,Horta-Guinardó,Can Baró,Diesel,1550.0
2019,Horta-Guinardó,Can Baró,Electric,8.0
2019,Horta-Guinardó,Can Baró,Gasoline,3396.0
2019,Horta-Guinardó,Can Baró,Hybrid,58.0
2019,Horta-Guinardó,Can Baró,Others,44.0
2019,Horta-Guinardó,Can Baró,Unknown,14.0
2019,Horta-Guinardó,Horta,Diesel,4300.0
2019,Horta-Guinardó,Horta,Electric,12.0
2019,Horta-Guinardó,Horta,Gasoline,8473.0
2019,Horta-Guinardó,Horta,Hybrid,203.0
2019,Horta-Guinardó,Horta,Others,127.0
2019,Horta-Guinardó,Horta,Unknown,28.0
2019,Horta-Guinardó,Montbau,Diesel,801.0
2019,Horta-Guinardó,Montbau,Electric,1.0
2019,Horta-Guinardó,Montbau,Gasoline,1512.0
2019,Horta-Guinardó,Montbau,Hybrid,38.0
2019,Horta-Guinardó,Montbau,Others,19.0
2019,Horta-Guinardó,Montbau,Unknown,3.0
2019,Horta-Guinardó,Sant Genís dels Agudells,Diesel,1201.0
2019,Horta-Guinardó,Sant Genís dels Agudells,Electric,7.0
2019,Horta-Guinardó,Sant Genís dels Agudells,Gasoline,2258.0
2019,Horta-Guinardó,Sant Genís dels Agudells,Hybrid,55.0
2019,Horta-Guinardó,Sant Genís dels Agudells,Others,41.0
2019,Horta-Guinardó,Sant Genís dels Agudells,Unknown,7.0
2019,Horta-Guinardó,el Baix Guinardó,Diesel,3714.0
2019,Horta-Guinardó,el Baix Guinardó,Electric,17.0
2019,Horta-Guinardó,el Baix Guinardó,Gasoline,7960.0
2019,Horta-Guinardó,el Baix Guinardó,Hybrid,197.0
2019,Horta-Guinardó,el Baix Guinardó,Others,106.0
2019,Horta-Guinardó,el Baix Guinardó,Unknown,39.0
2019,Horta-Guinardó,el Carmel,Diesel,4980.0
2019,Horta-Guinardó,el Carmel,Electric,7.0
2019,Horta-Guinardó,el Carmel,Gasoline,9810.0
2019,Horta-Guinardó,el Carmel,Hybrid,168.0
2019,Horta-Guinardó,el Carmel,Others,153.0
2019,Horta-Guinardó,el Carmel,Unknown,31.0
2019,Horta-Guinardó,el Guinardó,Diesel,5770.0
2019,Horta-Guinardó,el Guinardó,Electric,39.0
2019,Horta-Guinardó,el Guinardó,Gasoline,11473.0
2019,Horta-Guinardó,el Guinardó,Hybrid,314.0
2019,Horta-Guinardó,el Guinardó,Others,224.0
2019,Horta-Guinardó,el Guinardó,Unknown,22.0
2019,Horta-Guinardó,la Clota,Diesel,156.0
2019,Horta-Guinardó,la Clota,Electric,0.0
2019,Horta-Guinardó,la Clota,Gasoline,205.0
2019,Horta-Guinardó,la Clota,Hybrid,7.0
2019,Horta-Guinardó,la Clota,Others,3.0
2019,Horta-Guinardó,la Clota,Unknown,2.0
2019,Horta-Guinardó,la Font d'en Fargues,Diesel,1782.0
2019,Horta-Guinardó,la Font d'en Fargues,Electric,11.0
2019,Horta-Guinardó,la Font d'en Fargues,Gasoline,4068.0
2019,Horta-Guinardó,la Font d'en Fargues,Hybrid,108.0
2019,Horta-Guinardó,la Font d'en Fargues,Others,59.0
2019,Horta-Guinardó,la Font d'en Fargues,Unknown,10.0
2019,Horta-Guinardó,la Teixonera,Diesel,1901.0
2019,Horta-Guinardó,la Teixonera,Electric,7.0
2019,Horta-Guinardó,la Teixonera,Gasoline,3912.0
2019,Horta-Guinardó,la Teixonera,Hybrid,96.0
2019,Horta-Guinardó,la Teixonera,Others,65.0
2019,Horta-Guinardó,la Teixonera,Unknown,3.0
2019,Horta-Guinardó,la Vall d'Hebron,Diesel,1082.0
2019,Horta-Guinardó,la Vall d'Hebron,Electric,1.0
2019,Horta-Guinardó,la Vall d'Hebron,Gasoline,1770.0
2019,Horta-Guinardó,la Vall d'Hebron,Hybrid,63.0
2019,Horta-Guinardó,la Vall d'Hebron,Others,34.0
2019,Horta-Guinardó,la Vall d'Hebron,Unknown,11.0
2019,Les Corts,Pedralbes,Diesel,2435.0
2019,Les Corts,Pedralbes,Electric,106.0
2019,Les Corts,Pedralbes,Gasoline,7042.0
2019,Les Corts,Pedralbes,Hybrid,221.0
2019,Les Corts,Pedralbes,Others,68.0
2019,Les Corts,Pedralbes,Unknown,31.0
2019,Les Corts,la Maternitat i Sant Ramon,Diesel,4339.0
2019,Les Corts,la Maternitat i Sant Ramon,Electric,28.0
2019,Les Corts,la Maternitat i Sant Ramon,Gasoline,8972.0
2019,Les Corts,la Maternitat i Sant Ramon,Hybrid,277.0
2019,Les Corts,la Maternitat i Sant Ramon,Others,159.0
2019,Les Corts,la Maternitat i Sant Ramon,Unknown,48.0
2019,Les Corts,les Corts,Diesel,8638.0
2019,Les Corts,les Corts,Electric,573.0
2019,Les Corts,les Corts,Gasoline,18135.0
2019,Les Corts,les Corts,Hybrid,614.0
2019,Les Corts,les Corts,Others,216.0
2019,Les Corts,les Corts,Unknown,84.0
2019,Nou Barris,Can Peguera,Diesel,343.0
2019,Nou Barris,Can Peguera,Electric,0.0
2019,Nou Barris,Can Peguera,Gasoline,629.0
2019,Nou Barris,Can Peguera,Hybrid,8.0
2019,Nou Barris,Can Peguera,Others,10.0
2019,Nou Barris,Can Peguera,Unknown,1.0
2019,Nou Barris,Canyelles,Diesel,1573.0
2019,Nou Barris,Canyelles,Electric,0.0
2019,Nou Barris,Canyelles,Gasoline,2080.0
2019,Nou Barris,Canyelles,Hybrid,65.0
2019,Nou Barris,Canyelles,Others,50.0
2019,Nou Barris,Canyelles,Unknown,7.0
2019,Nou Barris,Ciutat Meridiana,Diesel,1757.0
2019,Nou Barris,Ciutat Meridiana,Electric,1.0
2019,Nou Barris,Ciutat Meridiana,Gasoline,1953.0
2019,Nou Barris,Ciutat Meridiana,Hybrid,27.0
2019,Nou Barris,Ciutat Meridiana,Others,48.0
2019,Nou Barris,Ciutat Meridiana,Unknown,13.0
2019,Nou Barris,Porta,Diesel,3720.0
2019,Nou Barris,Porta,Electric,4.0
2019,Nou Barris,Porta,Gasoline,6056.0
2019,Nou Barris,Porta,Hybrid,148.0
2019,Nou Barris,Porta,Others,124.0
2019,Nou Barris,Porta,Unknown,16.0
2019,Nou Barris,Torre Baró,Diesel,641.0
2019,Nou Barris,Torre Baró,Electric,3.0
2019,Nou Barris,Torre Baró,Gasoline,770.0
2019,Nou Barris,Torre Baró,Hybrid,11.0
2019,Nou Barris,Torre Baró,Others,25.0
2019,Nou Barris,Torre Baró,Unknown,6.0
2019,Nou Barris,Vallbona,Diesel,325.0
2019,Nou Barris,Vallbona,Electric,2.0
2019,Nou Barris,Vallbona,Gasoline,375.0
2019,Nou Barris,Vallbona,Hybrid,7.0
2019,Nou Barris,Vallbona,Others,23.0
2019,Nou Barris,Vallbona,Unknown,3.0
2019,Nou Barris,Verdun,Diesel,1905.0
2019,Nou Barris,Verdun,Electric,3.0
2019,Nou Barris,Verdun,Gasoline,2830.0
2019,Nou Barris,Verdun,Hybrid,58.0
2019,Nou Barris,Verdun,Others,50.0
2019,Nou Barris,Verdun,Unknown,6.0
2019,Nou Barris,Vilapicina i la Torre Llobeta,Diesel,3987.0
2019,Nou Barris,Vilapicina i la Torre Llobeta,Electric,11.0
2019,Nou Barris,Vilapicina i la Torre Llobeta,Gasoline,6864.0
2019,Nou Barris,Vilapicina i la Torre Llobeta,Hybrid,184.0
2019,Nou Barris,Vilapicina i la Torre Llobeta,Others,154.0
2019,Nou Barris,Vilapicina i la Torre Llobeta,Unknown,27.0
2019,Nou Barris,el Turó de la Peira,Diesel,1942.0
2019,Nou Barris,el Turó de la Peira,Electric,2.0
2019,Nou Barris,el Turó de la Peira,Gasoline,3396.0
2019,Nou Barris,el Turó de la Peira,Hybrid,76.0
2019,Nou Barris,el Turó de la Peira,Others,45.0
2019,Nou Barris,el Turó de la Peira,Unknown,12.0
2019,Nou Barris,la Guineueta,Diesel,2601.0
2019,Nou Barris,la Guineueta,Electric,9.0
2019,Nou Barris,la Guineueta,Gasoline,4131.0
2019,Nou Barris,la Guineueta,Hybrid,125.0
2019,Nou Barris,la Guineueta,Others,76.0
2019,Nou Barris,la Guineueta,Unknown,24.0
2019,Nou Barris,la Prosperitat,Diesel,4417.0
2019,Nou Barris,la Prosperitat,Electric,9.0
2019,Nou Barris,la Prosperitat,Gasoline,6619.0
2019,Nou Barris,la Prosperitat,Hybrid,136.0
2019,Nou Barris,la Prosperitat,Others,170.0
2019,Nou Barris,la Prosperitat,Unknown,29.0
2019,Nou Barris,la Trinitat Nova,Diesel,1160.0
2019,Nou Barris,la Trinitat Nova,Electric,2.0
2019,Nou Barris,la Trinitat Nova,Gasoline,1667.0
2019,Nou Barris,la Trinitat Nova,Hybrid,22.0
2019,Nou Barris,la Trinitat Nova,Others,32.0
2019,Nou Barris,la Trinitat Nova,Unknown,12.0
2019,Nou Barris,les Roquetes,Diesel,2959.0
2019,Nou Barris,les Roquetes,Electric,4.0
2019,Nou Barris,les Roquetes,Gasoline,3780.0
2019,Nou Barris,les Roquetes,Hybrid,65.0
2019,Nou Barris,les Roquetes,Others,85.0
2019,Nou Barris,les Roquetes,Unknown,25.0
2019,Sant Andreu,Baró de Viver,Diesel,486.0
2019,Sant Andreu,Baró de Viver,Electric,0.0
2019,Sant Andreu,Baró de Viver,Gasoline,598.0
2019,Sant Andreu,Baró de Viver,Hybrid,8.0
2019,Sant Andreu,Baró de Viver,Others,11.0
2019,Sant Andreu,Baró de Viver,Unknown,2.0
2019,Sant Andreu,Navas,Diesel,3420.0
2019,Sant Andreu,Navas,Electric,6.0
2019,Sant Andreu,Navas,Gasoline,6419.0
2019,Sant Andreu,Navas,Hybrid,174.0
2019,Sant Andreu,Navas,Others,103.0
2019,Sant Andreu,Navas,Unknown,27.0
2019,Sant Andreu,Sant Andreu,Diesel,9862.0
2019,Sant Andreu,Sant Andreu,Electric,45.0
2019,Sant Andreu,Sant Andreu,Gasoline,16470.0
2019,Sant Andreu,Sant Andreu,Hybrid,491.0
2019,Sant Andreu,Sant Andreu,Others,287.0
2019,Sant Andreu,Sant Andreu,Unknown,45.0
2019,Sant Andreu,el Bon Pastor,Diesel,3568.0
2019,Sant Andreu,el Bon Pastor,Electric,214.0
2019,Sant Andreu,el Bon Pastor,Gasoline,3683.0
2019,Sant Andreu,el Bon Pastor,Hybrid,239.0
2019,Sant Andreu,el Bon Pastor,Others,334.0
2019,Sant Andreu,el Bon Pastor,Unknown,37.0
2019,Sant Andreu,el Congrés i els Indians,Diesel,2009.0
2019,Sant Andreu,el Congrés i els Indians,Electric,9.0
2019,Sant Andreu,el Congrés i els Indians,Gasoline,3782.0
2019,Sant Andreu,el Congrés i els Indians,Hybrid,94.0
2019,Sant Andreu,el Congrés i els Indians,Others,57.0
2019,Sant Andreu,el Congrés i els Indians,Unknown,9.0
2019,Sant Andreu,la Sagrera,Diesel,4640.0
2019,Sant Andreu,la Sagrera,Electric,5.0
2019,Sant Andreu,la Sagrera,Gasoline,7889.0
2019,Sant Andreu,la Sagrera,Hybrid,225.0
2019,Sant Andreu,la Sagrera,Others,189.0
2019,Sant Andreu,la Sagrera,Unknown,24.0
2019,Sant Andreu,la Trinitat Vella,Diesel,1855.0
2019,Sant Andreu,la Trinitat Vella,Electric,4.0
2019,Sant Andreu,la Trinitat Vella,Gasoline,2193.0
2019,Sant Andreu,la Trinitat Vella,Hybrid,37.0
2019,Sant Andreu,la Trinitat Vella,Others,37.0
2019,Sant Andreu,la Trinitat Vella,Unknown,9.0
2019,Sant Martí,Camp de l'Arpa del Clot,Diesel,5671.0
2019,Sant Martí,Camp de l'Arpa del Clot,Electric,13.0
2019,Sant Martí,Camp de l'Arpa del Clot,Gasoline,11086.0
2019,Sant Martí,Camp de l'Arpa del Clot,Hybrid,297.0
2019,Sant Martí,Camp de l'Arpa del Clot,Others,181.0
2019,Sant Martí,Camp de l'Arpa del Clot,Unknown,34.0
2019,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diesel,2312.0
2019,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Electric,26.0
